sheet_id,file_name,question_clean,answer_label,is_summary,demographic_type,demographic_value,count,pct,total_base
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,total,eu27,13232.0,50.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,gender,male,6198.0,49.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,gender,female,7018.0,51.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,income_difficulty,poor,1029.0,49.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,income_difficulty,medium,3029.0,44.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,income_difficulty,rich,9027.0,53.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,self_employed,2521.0,49.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,self_employed,1282.0,49.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,not_working,742.0,45.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,student,1286.0,55.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,unemployed,565.0,54.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,retired,3090.0,47.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,self_employed,63.0,32.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,self_employed,8.0,84.0,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,self_employed,356.0,60.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,self_employed,392.0,55.0,712.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,manager,263.0,60.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,manager,1054.0,53.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,manual_worker,1300.0,47.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Tout à fait d'accord,False,occupation,other_white_collar,455.0,45.0,1013.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,total,eu27,10197.0,38.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,gender,male,4954.0,39.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,gender,female,5239.0,38.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,income_difficulty,poor,776.0,37.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,income_difficulty,medium,2944.0,42.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,income_difficulty,rich,6402.0,37.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,self_employed,2012.0,39.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,self_employed,1056.0,40.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,not_working,608.0,37.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,student,824.0,35.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,unemployed,384.0,36.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,retired,2536.0,39.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,self_employed,101.0,51.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,self_employed,1.0,14.0,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,self_employed,187.0,32.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,self_employed,249.0,35.0,712.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,manager,126.0,29.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,manager,747.0,38.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,manual_worker,1155.0,42.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt d'accord,False,occupation,other_white_collar,406.0,40.0,1013.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,total,eu27,1511.0,6.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,gender,male,792.0,7.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,gender,female,718.0,5.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,income_difficulty,poor,132.0,6.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,income_difficulty,medium,553.0,8.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,income_difficulty,rich,821.0,5.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,self_employed,283.0,6.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,self_employed,124.0,5.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,not_working,110.0,7.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,student,99.0,4.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,unemployed,60.0,6.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,retired,369.0,6.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,self_employed,11.0,6.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,self_employed,,2.0,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,self_employed,25.0,4.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,self_employed,30.0,4.0,712.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,manager,37.0,8.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,manager,111.0,6.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,manual_worker,181.0,6.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Plutôt pas d'accord,False,occupation,other_white_collar,71.0,7.0,1013.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,total,eu27,493.0,2.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,gender,male,278.0,2.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,gender,female,216.0,2.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,income_difficulty,poor,49.0,2.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,income_difficulty,medium,158.0,2.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,income_difficulty,rich,283.0,2.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,self_employed,103.0,2.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,self_employed,52.0,2.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,not_working,36.0,2.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,student,34.0,2.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,unemployed,20.0,2.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,retired,117.0,2.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,self_employed,6.0,3.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,self_employed,0.0,,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,self_employed,19.0,3.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,self_employed,11.0,2.0,712.0
